ticker,sector,industry,marketCap,enterpriseValue,ebitda,netIncomeToCommon,freeCashflow,bookValue,sharesOutstanding,totalDebt,totalCash,totalAssets,grossProfits,operatingCashflow,returnOnAssets,returnOnEquity,operatingMargins,grossMargins,currentRatio,debtToEquity,totalRevenue,revenueGrowth,earningsGrowth,interestExpense,enterprise_value,book_value_total,net_debt,ebitda_yield,earnings_yield,fcf_yield,book_yield,gp_a,fcf_ni,revenue_cagr_3y,fcf_cagr_3y,revenue_trend_ols,fcf_trend_ols,delta_gross_margin,asset_growth,share_dilution,dn_ebitda,interest_coverage,cfo_debt,roce,country,currency
VACN.SW,Industrials,Specialty Industrial Machinery,19562407936.0,18974476288.0,295143008.0,214280000.0,137638256.0,26.468,29966926.0,248282000.0,140983008.0,1262878000.0,655027968.0,299172000.0,0.12335,0.27702,0.22198999,0.61017,1.314,0.31303,1073516032.0,0.047,-0.077,,18974476288.0,793169000.0,107298992.0,0.0155547380344118,0.0109536617731842,0.0070358545047365,0.0405455710051092,0.5186787385638201,0.6423289901064029,-0.0213956768659672,0.0045722414807145,-0.0157177380711432,0.0034754556178828,-0.0024185250074193,-0.0246133218407316,0.0,0.3635491578374101,73.77007918552036,1.2049685438332218,0.2895564702330207,Switzerland,CHF
HBAN.SW,Financial Services,Insurance - Diversified,20109768704.0,-8485245440.0,1308000000.0,545818752.0,-12411812864.0,131.274,99062896.0,15092200448.0,44261998592.0,146457700000.0,2517199872.0,790800000.0,0.0072000003,0.06315,0.13529,0.24389,2.983,1.09702,10321099776.0,0.179,0.025,,,13479400000.0,-29169798144.0,,0.0271419706528714,0.0,0.6702911504555911,0.0171872142741556,-22.73980660891621,0.1395938801390863,,0.1123981635343377,0.324766629327359,,1.402474032663399,0.8749044354636815,-22.30106891743119,6.314116777531412,0.0523979258508189,,Switzerland,CHF
BPE.MI,Financial Services,Banks - Regional,26547990528.0,45205893120.0,,1894066048.0,,8.67,2083829821.0,32238243840.0,12952286208.0,204649960000.0,6106997760.0,,0.01133,0.13133,0.52411,0.0,,1.946160957606816,6266258944.0,0.241,-0.144,,45205893120.0,16565045000.0,19285957632.0,0.0,0.0713449873353819,0.0,0.6239660580912499,0.0298411871666136,0.0,0.1736080462535743,-0.3913284975480527,0.1398106220391066,-0.510898883963952,,0.4556360731854555,0.3817900192315505,,,0.0,,Italy,EUR
ULTA,Consumer Cyclical,Specialty Retail,20517939200.0,22318360576.0,1889405056.0,1188896000.0,973080128.0,63.475,42989311.0,2302443008.0,221300000.0,6999294000.0,5488184832.0,1544653056.0,0.15326001,0.47449002,0.14168,0.43186,1.311,0.89209,12708310016.0,0.111,0.155,,22318360576.0,2803451000.0,2081143008.0,0.0846569822889127,0.0579442208309107,0.0474258217901337,0.1366341411129632,0.7841054872105673,0.818473716792722,0.0667637968011123,-0.0299042591453086,0.05889516172462,-0.0360477278908742,-0.0052170694222064,0.1662199316092975,-0.0376209703262193,1.101480596440195,,0.6708756962204904,0.3243620040578418,United States,USD
PAAS.TO,Basic Materials,Gold,26338588672.0,25178732544.0,1946000000.0,1266000000.0,1300125056.0,24.335821,421350000.0,845000000.0,1614000000.0,9742000000.0,2228999936.0,1660999936.0,0.10613,0.20796,0.48094,0.55724996,2.84,11.489,4000000000.0,0.493,1.316,,25178732544.0,6997000000.0,-769000000.0,0.0772874487069336,0.0480663567727855,0.0493619864067407,0.2656558438698108,0.2288031139396427,1.0269550205371247,0.3428005677362935,,0.2683553196471782,0.9493108817253908,0.3558477126687641,0.3524920172150493,0.1619839405119994,-0.395169578622816,23.509090909090908,1.965680397633136,0.1448739495798319,Canada,CAD
EFX,Industrials,Consulting Services,19270172672.0,25039964160.0,1928899968.0,698700032.0,1024662528.0,38.061,119072409.0,5308100096.0,183400000.0,11864200000.0,3525400064.0,1633699968.0,0.0627,0.1437,0.17448,0.56124,0.607,1.13353,6281399808.0,0.143,0.34,,25039964160.0,4604300000.0,5124700096.0,0.0770328565837691,0.0362581095609603,0.0531735000739696,0.2389340292051535,0.2971460413681495,1.466527094706073,0.0584849031710108,1.045163983760279,0.0591211669602131,0.5089928334746089,-0.0104738220766996,0.0089120193207136,0.0002535508010311,2.656799305831084,5.215261422515309,0.3077748984483355,0.1161951137603895,United States,USD
DLTR,Consumer Defensive,Discount Stores,21400561664.0,27786700800.0,2405299968.0,1259100032.0,1443624960.0,18.134,192174588.0,7593299968.0,1007299968.0,13466200000.0,7304900096.0,2615200000.0,0.067389995,0.33976,0.09088001,0.36991,1.161,2.16518,19747899392.0,0.072,0.095,,27786700800.0,3754900000.0,6586000000.0,0.086562992321852,0.058834905913617,0.0674573397962944,0.1754580117547329,0.5424618746194175,1.1465530325711246,0.0799582484358976,0.1296780590858306,0.073996898077415,0.1002434166851073,-0.0110823513143187,-0.2777193735249946,-0.0770548899144123,2.7381200214608743,20.058479532163744,0.3444088882331904,0.1675197311869969,United States,USD
VLTO,Industrials,Pollution & Treatment Controls,20406841344.0,21733410816.0,1378000000.0,969000000.0,768249984.0,12.235,245599266.0,2872000000.0,1431000064.0,7693000000.0,3348000000.0,1102000000.0,0.11322,0.36463,0.23768999,0.59861,1.484,0.95542,5592999936.0,0.068,0.133,,21733410816.0,3105000000.0,1440999936.0,0.0634046819280444,0.0474840757403597,0.0376466877479733,0.1521548557005334,0.4352008319251267,0.7928276408668731,0.0415741282156441,0.0664583341799676,0.0402389857677174,0.0497345627270187,0.032756073689132,0.2009054011863877,0.0040420371867421,1.0457183860667634,13.21875,0.3837047353760445,0.2251197445449707,United States,USD
EL,Consumer Defensive,Household & Personal Products,31371237376.0,37067669504.0,2350000128.0,-248000000.0,1807624960.0,11.037,247287571.0,9299999744.0,3126000128.0,19892000000.0,11073000448.0,1798000000.0,0.04874,-0.05949,0.14925,0.74651,1.268,2.32908,14833000448.0,0.046,-0.455,,37067669504.0,3865000000.0,6173999616.0,0.0633975688098333,0.0,0.0576204546328443,0.1232020259091485,0.556655964608888,,-0.068717175083476,-0.3054850441967458,-0.066277661565562,-0.069924148879873,-0.017582992496088,-0.0823453429902661,0.0025529577466328,2.6272337360485456,-1.9131652661064429,0.1933333386551972,-0.0472435498374489,United States,USD
VOW3.DE,Consumer Cyclical,Auto Manufacturers,42720382976.0,263617773568.0,21851000832.0,6131999744.0,11546653696.0,347.105,206205445.0,279032987648.0,73520996352.0,644467000000.0,44950999040.0,17244000256.0,0.0128999995,0.03105,0.04413,0.14047,1.07,1.37093,320011993088.0,-0.025,-0.295,,263617773568.0,188277000000.0,205511991296.0,0.0828889514400043,0.1435380330612886,0.2702844144090849,4.407193636484314,0.0697491090156672,1.8830160107717056,0.0487826547623642,,0.0419776552966498,-0.6187860546777025,-0.0278262587886785,0.0182681445082595,0.0,9.405152325793477,3.868988902589396,0.0617991456900905,0.0300304826985562,Germany,EUR
FM.TO,Basic Materials,Copper,33930786816.0,40663068672.0,1656000000.0,-201000000.0,31625000.0,18.664154,828186136.0,7495000064.0,770000000.0,25238000000.0,1404999936.0,2359000064.0,0.022869999,-0.02093,0.09972,0.25775,1.761,0.6576900000000001,5450999808.0,0.18,,,40663068672.0,11165000000.0,6725000064.0,0.0407249146235807,0.0,0.0009320444047317,0.3290521985400929,0.0556700188604485,,-0.1177427057790962,-0.0664000839354307,-0.1462791758218979,-0.0634165067178502,-0.0100830896141813,0.04691583357531,0.0,4.060990376811594,1.746317512274959,0.3147431679594979,0.0474517477541581,Canada,CAD
A5G.IR,Financial Services,Banks - Regional,21461559296.0,-12670538752.0,,2056000000.0,,6.88,2122805159.0,13121000448.0,47019999232.0,148151000000.0,4338999808.0,823000000.0,0.014780001,0.14204,0.58485,0.0,,0.8924636408651884,4338999808.0,-0.111,0.079,,,14702000000.0,-33898998784.0,,0.0957991901540535,0.0,0.6850387615004355,0.0292876849160653,0.0,0.1569481624625486,,0.1169461709862788,1.002131997436943,,0.0487378420851443,-0.0823177639547566,,,0.0627238756115923,,Ireland,EUR
OKTA,Technology,Software - Infrastructure,20215691264.0,17795942400.0,267000000.0,247000000.0,977750016.0,39.345,167658970.0,411000000.0,2588999936.0,9710000000.0,2320000000.0,920000000.0,0.011360001,0.036679998,0.0732,0.77436996,1.43,5.957,2996000000.0,0.112,0.212,,17795942400.0,6999000000.0,-2177999936.0,0.015003420105473,0.0122182317079533,0.0483658957406602,0.3462162094087667,0.238928939237899,3.958502089068826,0.1625084769972626,1.392710095970627,0.146321243523316,0.492910447761194,0.0674169567928618,0.0289286849634417,0.0224721692157801,-8.157303131086142,64.75,2.238442822384428,0.036193404136389,United States,USD
RS,Basic Materials,Steel,20482197504.0,21916422144.0,1419900032.0,804600000.0,421300000.0,139.531,51048522.0,2028999936.0,249700000.0,10373300000.0,4257999872.0,918300032.0,0.06737,0.11326,0.09137999,0.28701,4.386,0.28449,14835600384.0,0.155,0.364,,21916422144.0,7170100000.0,1779299936.0,0.0647870360714293,0.0392828943204394,0.0205690820000014,0.3500649770904582,0.4104768850799649,0.5236142182450907,-0.0566085758554006,-0.3436041294756367,-0.0611272143855424,-0.3594019192144611,-0.0210941010825475,0.0350735396834899,-0.0368612119519687,1.2531163433342327,6.873939393939394,0.4525875115651063,0.1190736152521731,United States,USD
WRT1V.HE,Industrials,Specialty Industrial Machinery,19407861760.0,17775116288.0,889000000.0,650000000.0,1130625024.0,4.051,589546248.0,546000000.0,2115000064.0,8474000000.0,3243000064.0,1415000064.0,0.06317,0.27256,0.11632,0.46925,1.175,0.22797,6911000064.0,-0.003,0.181,,17775116288.0,2877000000.0,-1569000064.0,0.0500137374966241,0.033491582330809,0.0582560324254906,0.1482388959472885,0.3827000311541185,1.7394231138461538,0.0577651984534464,,0.0578905630452022,0.6349319123741859,0.0948255859611164,0.1013776969066805,0.0,-1.764904458942632,13.9375,2.591575208791209,0.2306101344364012,Finland,EUR
STZ,Consumer Defensive,Beverages - Brewers,24722851840.0,35899686912.0,3384000000.0,1686700032.0,2047600000.0,46.781,172172544.0,11202599936.0,102400000.0,21900500000.0,4720399872.0,2668999936.0,0.08507,0.22636999,0.26685,0.51651,1.08,1.33573,9139000320.0,-0.113,,,35899686912.0,8082400000.0,11100199936.0,0.0942626605155391,0.0682243311943093,0.0828221603741973,0.3269202134246985,0.215538452181457,1.2139680803658155,-0.0111832854513785,0.0138455607468983,-0.0071606027537207,0.0370277837604996,0.0110205293413032,0.0114629854565103,6.111166777572591e-07,3.280200926713948,7.575774336283186,0.2382482594440476,0.1425976148708792,United States,USD
1605.T,Energy,Oil & Gas E&P,4192018628608.0,5408410304512.0,1367925456896.0,376957009920.0,,4207.522,1162189867.0,1338195968000.0,210485002240.0,7735198000000.0,1098682990592.0,,0.0841,0.08282,0.48582,0.55594003,1.238,0.26123,1976254988288.0,-0.065,-0.107,,5408410304512.0,4747158000000.0,1127710965760.0,0.2529256065788499,0.0899225512376055,0.0,1.1324276966718394,0.1420368283516465,0.0,-0.0471099159250913,0.0629483716149408,-0.0382647127132754,0.0365633585406771,-0.0239888280128693,0.0480072587717723,0.0,0.8243950429279401,15.282603668407152,0.0,0.1820937751748051,Japan,JPY
BIRG.IR,Financial Services,Banks - Regional,16332539904.0,3286328320.0,,1115000064.0,,13.566,950118660.0,11857999872.0,24781000704.0,164799000000.0,3953999872.0,-783000000.0,0.00735,0.09264,0.39456,0.0,,0.9180150090578308,3953999872.0,-0.032,-0.063,,3286328320.0,12917000000.0,-12923000832.0,0.0,0.0682686263467769,0.0,0.790875153278303,0.0239928632576654,0.0,0.1029153935899187,0.4084210874174931,0.0782438067206279,0.4683976768021865,,0.0184533999122443,-0.0505696419829463,,,-0.0660313719389454,,Ireland,EUR
6920.T,Technology,Semiconductor Equipment & Materials,3603153027072.0,3563459706880.0,126549000192.0,88780996608.0,55362998272.0,2515.746,89630673.0,0.0,80027000832.0,329601000000.0,150871998464.0,70194003968.0,0.2494,0.4408,0.36821,0.59827,3.253,0.0,252181004288.0,0.035,0.189,,3563459706880.0,209898000000.0,-80027000832.0,0.0355129594836363,0.0246398073967303,0.0153651532022188,0.0582539787855104,0.4577413250081159,0.6235906374924752,0.4065176339981324,,0.3072444940856518,0.7838528390203181,0.0607950580753875,0.2149486892158886,0.0,-0.6323795581994573,9954.666666666666,,0.5643181753762719,Japan,JPY
PHIA.AS,Healthcare,Medical Devices,21879330816.0,26913325056.0,2091000064.0,968000000.0,1518125056.0,11.966,971982655.0,8096999936.0,2592000000.0,26944000000.0,7974000128.0,2292999936.0,0.03484,0.08364,0.06172,0.45199,1.317,0.70914,17642000384.0,-0.047,0.972,,26913325056.0,10957000000.0,5504999936.0,0.0776938583266521,0.0442426694006618,0.0693862654560632,0.5007922816353836,0.2959471543942993,1.568311008264463,0.0001308704771147,,-0.0007070186914587,0.3981385729058945,0.0482883920438546,-0.0701270016565433,0.0244491808633481,2.6327115100461325,5.020408163265306,0.283191299755989,0.0759532753563526,Netherlands,EUR
BURL,Consumer Cyclical,Apparel Retail,21158533120.0,25465022464.0,1282525952.0,624064000.0,210811744.0,29.526,62830271.0,5872111104.0,747355008.0,9919057000.0,5234652160.0,1321756032.0,0.060879998,0.39141,0.05933,0.43947,1.164,3.19733,11911286784.0,0.141,0.133,,25465022464.0,1807259000.0,5124756096.0,0.0503642183631729,0.0294946722658248,0.0099634385240407,0.0854151367559453,0.5277368766002656,0.3378046866988001,0.0994851756398065,0.0079870460982387,0.0935254954468671,-0.219263614935376,0.0334549350214181,0.1309680627354721,0.006427519245042,3.995830328429877,12.487985811010542,0.2250904331662999,0.1156684241117748,United States,USD
MRK.DE,Healthcare,Drug Manufacturers - Specialty & Generic,59608051712.0,67535663104.0,5674299904.0,2532100096.0,3080075008.0,68.558,129242251.0,12038599680.0,3774400000.0,51527000000.0,12349299712.0,4194200064.0,0.047270004,0.085260004,0.18221001,0.58931,1.515,0.40372,20955600896.0,-0.028,-0.101,,67535663104.0,28592000000.0,8264199680.0,0.0840193113268465,0.0424791621815455,0.051672130182707,0.4796667426431587,0.2396665769790595,1.216411236216785,-0.0172379860305073,-0.0698566901451246,-0.015100078378157,-0.0370663562281722,-0.0313907331442347,-0.0013373129699976,0.0,1.456426311583266,9.569948186528498,0.3483960074665428,0.0869483347063669,Germany,EUR
ACA.PA,Financial Services,Banks - Regional,49274351616.0,-262352502784.0,,6454000128.0,,26.152,3024822108.0,519500005376.0,839499972608.0,2374307000000.0,26482999296.0,,0.00343,0.09276,0.38424,0.0,,6.68924319971157,26482999296.0,-0.011,-0.084,,,77662000000.0,-319999967232.0,,0.1309809244837289,0.0,1.5761140928901067,0.0111539911628951,0.0,0.0834905110571746,2.4899285498156813,0.0782493285539612,0.400814394981566,,0.0279355367736002,-0.0049748512480402,,,0.0,,France,EUR
KHC,Consumer Defensive,Packaged Foods,28761036800.0,45685952512.0,5761999872.0,-5760000000.0,3212250112.0,35.348,1185777638.0,21133000704.0,4091000064.0,81786000000.0,8489999872.0,4748000256.0,0.03467,-0.12576,0.20738001,0.33973998,1.195,0.50258,24989999104.0,0.008,0.136,,45685952512.0,41664000000.0,17042000640.0,0.1261219161510649,0.0,0.1116875630853474,1.448626497359094,0.1038074960506688,,-0.0198096274698871,0.3308918259214173,-0.0208751551778891,0.2279539162275609,0.0264687187357546,-0.0736348499779129,0.0021176866028708,2.9576537692779734,-4.74973600844773,0.2246723180727151,-0.0616096866096866,United States,USD
BMPS.MI,Financial Services,Banks - Regional,31423320064.0,65329590272.0,,2823631104.0,,9.356,3038418183.0,83873898496.0,52043100160.0,241640511000.0,4704317952.0,,0.015579999,0.13343,0.48152,0.0,,2.9996529296434726,4734618112.0,0.959,-0.479,,65329590272.0,27961201000.0,31830798336.0,0.0,0.0898578220967453,0.0,0.8898232568376387,0.0194682503050988,0.0,0.1496378686413273,-0.4201882111975783,0.131274045931327,-0.7257721705751987,,0.9709385143360516,1.4120370028648943,,,0.0,,Italy,EUR
ALL.AX,Consumer Cyclical,Gambling,32191700992.0,33104982016.0,2306700032.0,1471600000.0,913612480.0,10.236,603066668.0,1892099968.0,641100032.0,10392500000.0,3812499968.0,1981200000.0,0.11314,0.22027001,0.28618,0.60605,1.6,0.3065299999999999,6290699776.0,-0.002,-0.151,,33104982016.0,6557200000.0,1250999936.0,0.0696783351486234,0.0457136452766416,0.0283803729485137,0.2036922498015727,0.3668510914601876,0.6208293558032074,0.0415098172432655,,0.0400129188534517,,0.0568737221718383,0.0086476308791272,-0.019876437503751,0.5423331680085571,12.110568112400731,1.0470905520357792,0.2306895668970653,Australia,AUD
